Date;Open;High;Low;Close;Adj Close;Volume;Aktienkürzel
23.08.2023;323,820007;329,200012;323,459991;327;325,735291;21166400;MSFT
24.08.2023;332,850006;332,980011;319,959991;319,970001;318,732483;23281400;MSFT
25.08.2023;321,470001;325,359985;318,799988;322,980011;321,730835;21684100;MSFT
28.08.2023;325,660004;326,149994;321,720001;323,700012;322,448059;14808500;MSFT
29.08.2023;321,880005;328,980011;321,880005;328,410004;327,139832;19284600;MSFT
30.08.2023;328,670013;329,809998;326,450012;328,790009;327,518341;15222100;MSFT
31.08.2023;329,200012;330,910004;326,779999;327,76001;326,492371;26411000;MSFT
01.09.2023;331,309998;331,98999;326,779999;328,660004;327,388855;14931200;MSFT
05.09.2023;329;334,850006;328,660004;333,549988;332,259918;18553900;MSFT
06.09.2023;333,380005;334,459991;330,179993;332,880005;331,59256;17535800;MSFT
07.09.2023;331,290009;333,079987;329,029999;329,910004;328,634033;18381000;MSFT
08.09.2023;330,089996;336,160004;329,459991;334,269989;332,977142;19530100;MSFT
11.09.2023;337,23999;338,420013;335,429993;337,940002;336,632965;16583300;MSFT
12.09.2023;335,820007;336,790009;331,480011;331,769989;330,486816;17565500;MSFT
13.09.2023;331,309998;336,850006;331,170013;336,059998;334,760254;16544400;MSFT
14.09.2023;339,149994;340,859985;336,570007;338,700012;337,390045;20267000;MSFT
15.09.2023;336,920013;337,399994;329,649994;330,220001;328,942841;37666900;MSFT
18.09.2023;327,799988;330,399994;326,359985;329,059998;327,787323;16834200;MSFT
19.09.2023;326,170013;329,390015;324,51001;328,649994;327,378906;16505900;MSFT
20.09.2023;329,51001;329,589996;320,51001;320,769989;319,529358;21436500;MSFT
21.09.2023;319,26001;325,350006;315;319,529999;318,294159;35529500;MSFT
22.09.2023;321,320007;321,450012;316,149994;317,01001;315,783936;21447900;MSFT
25.09.2023;316,589996;317,670013;315;317,540009;316,31189;17836000;MSFT
26.09.2023;315,130005;315,880005;310,019989;312,140015;310,93277;26297600;MSFT
27.09.2023;312,299988;314,299988;309,690002;312,790009;311,580231;19410100;MSFT
28.09.2023;310,98999;315,480011;309,450012;313,640015;312,426971;19683600;MSFT
29.09.2023;317,75;319,470001;314,980011;315,75;314,528778;24140300;MSFT
02.10.2023;316,279999;321,890015;315,179993;321,799988;320,555389;20570000;MSFT
03.10.2023;320,829987;321,390015;311,209991;313,390015;312,177948;21033500;MSFT
04.10.2023;314,029999;320,040009;314;318,959991;317,726379;20720100;MSFT
05.10.2023;319,089996;319,980011;314,899994;319,359985;318,124817;16965600;MSFT
06.10.2023;316,549988;329,190002;316,299988;327,26001;325,994293;25645500;MSFT
09.10.2023;324,75;330,299988;323,179993;329,820007;328,544373;19891200;MSFT
10.10.2023;330,959991;331,100006;327,670013;328,390015;327,119934;20557100;MSFT
11.10.2023;331,209991;332,820007;329,140015;332,420013;331,134338;20063200;MSFT
12.10.2023;330,570007;333,630005;328,720001;331,160004;329,879181;19313100;MSFT
13.10.2023;332,380005;333,829987;326,359985;327,730011;326,462463;21072400;MSFT
16.10.2023;331,049988;336,140015;330,600006;332,640015;331,353455;22158000;MSFT
17.10.2023;329,589996;333,459991;327,410004;332,059998;330,775726;18338500;MSFT
18.10.2023;332,48999;335,589996;328,299988;330,109985;328,833252;23153600;MSFT
19.10.2023;332,149994;336,880005;330,910004;331,320007;330,038574;25052100;MSFT
20.10.2023;331,720001;331,920013;325,450012;326,670013;325,406586;25012600;MSFT
23.10.2023;325,470001;332,730011;324,390015;329,320007;328,046295;24374700;MSFT
24.10.2023;331,299988;331,839996;327,600006;330,529999;329,251617;31153600;MSFT
25.10.2023;345,019989;346,200012;337,619995;340,670013;339,352417;55053800;MSFT
26.10.2023;340,540009;341,630005;326,940002;327,890015;326,621857;37828500;MSFT
27.10.2023;330,429993;336,720001;328,399994;329,809998;328,534424;29856500;MSFT
30.10.2023;333,410004;339,450012;331,829987;337,309998;336,005402;22828100;MSFT
31.10.2023;338,850006;339;334,690002;338,109985;336,802307;20265300;MSFT
01.11.2023;339,790009;347,420013;339,649994;346,070007;344,731537;28158800;MSFT
02.11.2023;347,23999;348,829987;344,769989;348,320007;346,972839;24348100;MSFT
03.11.2023;349,630005;354,390015;347,329987;352,799988;351,435486;23624000;MSFT
06.11.2023;353,450012;357,540009;353,350006;356,529999;355,151093;23828300;MSFT
07.11.2023;359,399994;362,459991;357,630005;360,529999;359,13562;25833900;MSFT
08.11.2023;361,679993;363,869995;360,549988;363,200012;361,795288;26767800;MSFT
09.11.2023;362,299988;364,790009;360,359985;360,690002;359,294983;24847300;MSFT
10.11.2023;361,48999;370,100006;361,070007;369,670013;368,240265;28042100;MSFT
13.11.2023;368,220001;368,470001;365,899994;366,679993;365,26181;19986500;MSFT
14.11.2023;371,01001;371,950012;367,350006;370,269989;368,837891;27683900;MSFT
15.11.2023;371,279999;373,130005;367,109985;369,670013;368,987671;26860100;MSFT
16.11.2023;370,959991;376,350006;370,179993;376,170013;375,475677;27182300;MSFT
17.11.2023;373,609985;374,369995;367;369,850006;369,167328;40157000;MSFT
20.11.2023;371,220001;378,869995;371;377,440002;376,743317;52465100;MSFT
21.11.2023;375,670013;376,220001;371,119995;373,070007;372,381378;28423100;MSFT
22.11.2023;378;379,790009;374,970001;377,850006;377,152557;23345300;MSFT
24.11.2023;377,329987;377,970001;375,140015;377,429993;376,733307;10176600;MSFT
27.11.2023;376,779999;380,640015;376,200012;378,609985;377,911133;22179200;MSFT
28.11.2023;378,350006;383;378,160004;382,700012;381,993622;20453100;MSFT
29.11.2023;383,76001;384,299988;377,440002;378,850006;378,150696;28963400;MSFT
30.11.2023;378,48999;380,089996;375,470001;378,910004;378,210602;30554400;MSFT
01.12.2023;376,76001;378,160004;371,309998;374,51001;373,818726;33020400;MSFT
04.12.2023;369,100006;369,519989;362,899994;369,140015;368,458649;32063300;MSFT
05.12.2023;366,450012;373,079987;365,619995;372,519989;371,832367;23065000;MSFT
06.12.2023;373,540009;374,179993;368,029999;368,799988;368,119232;21182100;MSFT
07.12.2023;368,230011;371,450012;366,320007;370,950012;370,265289;23118900;MSFT
08.12.2023;369,200012;374,459991;368,230011;374,230011;373,539246;20144800;MSFT
11.12.2023;368,480011;371,600006;366,100006;371,299988;370,614624;27708800;MSFT
12.12.2023;370,850006;374,420013;370,459991;374,380005;373,688965;24838300;MSFT
13.12.2023;376,019989;377,640015;370,769989;374,369995;373,678955;30955500;MSFT
14.12.2023;373,309998;373,76001;364,130005;365,929993;365,254547;43277500;MSFT
15.12.2023;366,850006;372,399994;366,279999;370,730011;370,045715;78478200;MSFT
18.12.2023;369,450012;373;368,679993;372,649994;371,962128;21802900;MSFT
19.12.2023;371,48999;373,26001;369,839996;373,26001;372,571045;20603700;MSFT
20.12.2023;375;376,029999;370,529999;370,619995;369,935883;26316700;MSFT
21.12.2023;372,559998;374,410004;370,040009;373,540009;372,850525;17708000;MSFT
22.12.2023;373,679993;375,179993;372,709991;374,579987;373,88858;17091100;MSFT
26.12.2023;375;376,940002;373,5;374,660004;373,968445;12673100;MSFT
27.12.2023;373,690002;375,059998;372,809998;374,070007;373,379547;14905400;MSFT
28.12.2023;375,369995;376,459991;374,160004;375,279999;374,58728;14327000;MSFT
29.12.2023;376;377,160004;373,480011;376,040009;375,345886;18723000;MSFT
02.01.2024;373,859985;375,899994;366,769989;370,869995;370,185425;25258600;MSFT
03.01.2024;369,01001;373,26001;368,51001;370,600006;369,915924;23083500;MSFT
04.01.2024;370,670013;373,100006;367,170013;367,940002;367,260834;20901500;MSFT
05.01.2024;368,970001;372,059998;366,5;367,75;367,071198;20987000;MSFT
08.01.2024;369,299988;375,200012;369,01001;374,690002;373,998383;23134000;MSFT
09.01.2024;372,01001;375,98999;371,190002;375,790009;375,096375;20830000;MSFT
10.01.2024;376,369995;384,170013;376,320007;382,769989;382,063446;25514200;MSFT
11.01.2024;386;390,679993;380,380005;384,630005;383,920044;27850800;MSFT
12.01.2024;385,48999;388,679993;384,649994;388,470001;387,75296;21645700;MSFT
16.01.2024;393,660004;394,029999;387,619995;390,269989;389,549622;27202300;MSFT
17.01.2024;387,980011;390,109985;384,809998;389,470001;388,751099;22234100;MSFT
18.01.2024;391,720001;393,98999;390,119995;393,869995;393,142975;23392100;MSFT
19.01.2024;395,76001;398,670013;393,5;398,670013;397,934143;29272000;MSFT
22.01.2024;400,019989;400,619995;393,589996;396,51001;395,778107;27016900;MSFT
23.01.2024;395,75;399,380005;393,929993;398,899994;398,163696;20525900;MSFT
24.01.2024;401,540009;405,630005;400,450012;402,559998;401,816925;24867000;MSFT
25.01.2024;404,320007;407,01001;402,529999;404,869995;404,122681;21021200;MSFT
26.01.2024;404,369995;406,170013;402,429993;403,929993;403,184418;17803300;MSFT
29.01.2024;406,059998;409,980011;404,329987;409,720001;408,963715;24510200;MSFT
30.01.2024;412,26001;413,049988;406,450012;408,589996;407,835815;33477600;MSFT
31.01.2024;406,959991;415,320007;397,209991;397,579987;396,84613;47871100;MSFT
01.02.2024;401,829987;408;401,799988;403,779999;403,034698;30657700;MSFT
02.02.2024;403,809998;412,649994;403,559998;411,220001;410,460968;28245000;MSFT
05.02.2024;409,899994;411,160004;403,98999;405,649994;404,901245;25352300;MSFT
06.02.2024;405,880005;407,970001;402,910004;405,48999;404,741516;18382600;MSFT
07.02.2024;407,440002;414,299988;407,399994;414,049988;413,285706;22340500;MSFT
08.02.2024;414,049988;415,559998;412,529999;414,109985;413,345612;21225300;MSFT
09.02.2024;415,25;420,820007;415,089996;420,549988;419,773712;22032800;MSFT
12.02.2024;420,559998;420,73999;414,75;415,26001;414,4935;21202900;MSFT
13.02.2024;404,940002;410,070007;403,390015;406,320007;405,570007;27824900;MSFT
14.02.2024;408,070007;409,839996;404,570007;409,48999;409,48999;20401200;MSFT
15.02.2024;408,140015;409,130005;404,290009;406,559998;406,559998;21825500;MSFT
16.02.2024;407,959991;408,290009;403,440002;404,059998;404,059998;22281100;MSFT
20.02.2024;403,23999;404,48999;398,01001;402,790009;402,790009;24307900;MSFT
21.02.2024;400,170013;402,290009;397,220001;402,179993;402,179993;18631100;MSFT
22.02.2024;410,190002;412,829987;408,570007;411,649994;411,649994;27009900;MSFT
23.02.2024;415,670013;415,859985;408,970001;410,339996;410,339996;16295900;MSFT
26.02.2024;411,459991;412,160004;407,359985;407,540009;407,540009;16193500;MSFT
27.02.2024;407,98999;408,320007;403,850006;407,480011;407,480011;14835800;MSFT
28.02.2024;408,179993;409,299988;405,320007;407,720001;407,720001;13183100;MSFT
29.02.2024;408,640015;414,200012;405,920013;413,640015;413,640015;31947300;MSFT
01.03.2024;411,269989;415,869995;410,880005;415,5;415,5;17800300;MSFT
06.03.2023;15,54;15,7;15,445;15,7;15,549617;18127;RY4C
07.03.2023;15,6;15,75;15,415;15,415;15,267347;9162;RY4C
08.03.2023;15,325;15,535;15,21;15,415;15,267347;22677;RY4C
09.03.2023;15,3;15,3;14,96;15,275;15,128688;26703;RY4C
10.03.2023;14,765;15,015;14,655;15,01;14,866226;80457;RY4C
13.03.2023;14,91;14,91;14,385;14,79;14,648334;69464;RY4C
14.03.2023;14,665;14,99;14,55;14,85;14,707759;24048;RY4C
15.03.2023;14,785;14,825;14,05;14,28;14,143218;101180;RY4C
16.03.2023;14,5;14,525;14,085;14,405;14,267021;36541;RY4C
17.03.2023;14,36;14,47;13,965;14,04;13,905518;13082;RY4C
20.03.2023;13,915;14,47;13,63;14,47;14,331399;20413;RY4C
21.03.2023;14,425;14,99;14,425;14,975;14,831562;64828;RY4C
22.03.2023;14,96;15,025;14,875;14,96;14,816706;35367;RY4C
23.03.2023;14,96;14,96;14,735;14,82;14,678046;22817;RY4C
24.03.2023;14,615;14,64;14,1;14,185;14,049129;56407;RY4C
27.03.2023;14,5;14,525;14,295;14,32;14,182836;10839;RY4C
28.03.2023;14,525;14,525;14,235;14,33;14,192739;36905;RY4C
29.03.2023;14,38;14,71;14,38;14,7;14,559196;33207;RY4C
30.03.2023;14,88;14,885;14,625;14,74;14,598812;33375;RY4C
31.03.2023;14,86;14,99;14,765;14,93;14,786993;12688;RY4C
03.04.2023;14,78;14,78;14,25;14,44;14,301685;85005;RY4C
04.04.2023;14,51;14,645;14,385;14,435;14,296735;45409;RY4C
05.04.2023;14,375;14,45;14,105;14,24;14,103601;85577;RY4C
06.04.2023;14,215;14,35;14,17;14,285;14,14817;15923;RY4C
11.04.2023;14,53;14,645;14,38;14,52;14,38092;47815;RY4C
12.04.2023;14,52;14,52;14,265;14,375;14,237309;11837;RY4C
13.04.2023;14,375;14,625;14,28;14,395;14,257117;16357;RY4C
14.04.2023;14,455;14,5;14,265;14,485;14,346254;22580;RY4C
17.04.2023;14,51;14,84;14,51;14,84;14,697855;68579;RY4C
18.04.2023;15;15,075;14,925;14,96;14,816706;20993;RY4C
19.04.2023;15,01;15,04;14,9;14,94;14,796896;97978;RY4C
20.04.2023;14,97;15,05;14,835;14,9;14,757279;14256;RY4C
21.04.2023;14,735;15;14,685;14,85;14,707759;8828;RY4C
24.04.2023;14,85;15,105;14,835;14,915;14,772137;58469;RY4C
25.04.2023;14,86;15,02;14,805;14,805;14,66319;15015;RY4C
26.04.2023;14,825;14,825;14,47;14,55;14,410633;43780;RY4C
27.04.2023;14,45;14,89;14,45;14,62;14,479961;74183;RY4C
28.04.2023;14,69;14,9;14,575;14,86;14,717663;40621;RY4C
02.05.2023;15,11;15,375;15,07;15,135;14,990029;38210;RY4C
03.05.2023;15,165;15,165;14,755;14,905;14,762232;19822;RY4C
04.05.2023;14,93;14,93;14,49;14,605;14,465105;24091;RY4C
05.05.2023;14,79;14,94;14,66;14,94;14,796896;19504;RY4C
08.05.2023;14,955;15,13;14,875;15,13;14,985077;13127;RY4C
09.05.2023;15,245;15,7;15,14;15,67;15,519904;41068;RY4C
10.05.2023;15,74;15,85;15,55;15,725;15,574378;63881;RY4C
11.05.2023;15,815;15,83;15,62;15,735;15,584282;13460;RY4C
12.05.2023;15,57;15,725;15,52;15,7;15,549617;19981;RY4C
15.05.2023;15,735;15,77;15,5;15,77;15,618947;20548;RY4C
16.05.2023;15,75;16;15,75;15,99;15,836839;9852;RY4C
17.05.2023;15,965;16,379999;15,89;16,34;16,183487;52063;RY4C
18.05.2023;16,575001;16,684999;16,190001;16,215;16,059685;34925;RY4C
19.05.2023;16,225;16,33;15,59;15,71;15,559522;21142;RY4C
22.05.2023;15,755;16,120001;15,755;15,965;15,812079;39873;RY4C
23.05.2023;16,01;16,745001;15,925;16,745001;16,584608;59846;RY4C
24.05.2023;16,504999;16,629999;16,26;16,559999;16,401379;51515;RY4C
25.05.2023;16,665001;16,875;16,549999;16,719999;16,559847;29356;RY4C
26.05.2023;16,844999;16,99;16,549999;16,99;16,827261;94003;RY4C
29.05.2023;16,84;16,84;16,684999;16,74;16,579655;26951;RY4C
30.05.2023;16,639999;16,705;16,530001;16,555;16,396427;47235;RY4C
31.05.2023;16,434999;16,655001;16,35;16,57;16,411283;20867;RY4C
01.06.2023;16,59;16,700001;16,5;16,67;16,510326;14808;RY4C
02.06.2023;16,790001;17;16,764999;17;16,837166;35435;RY4C
05.06.2023;16,844999;16,959999;16,764999;16,945;16,782692;25930;RY4C
06.06.2023;16,870001;16,870001;16,6;16,745001;16,584608;15625;RY4C
07.06.2023;16,75;16,9;16,530001;16,9;16,738123;40559;RY4C
08.06.2023;16,790001;16,950001;16,709999;16,905001;16,743076;10188;RY4C
09.06.2023;16,84;16,924999;16,715;16,815001;16,653938;25741;RY4C
12.06.2023;16,91;16,99;16,84;16,99;16,827261;15089;RY4C
13.06.2023;16,950001;17,129999;16,860001;16,965;16,8025;26589;RY4C
14.06.2023;16,965;17,049999;16,785;16,865;16,703459;19194;RY4C
15.06.2023;16,83;16,834999;16,605;16,655001;16,49547;37359;RY4C
16.06.2023;16,715;17;16,65;16,969999;16,807451;17624;RY4C
19.06.2023;16,84;16,855;16,575001;16,82;16,65889;20179;RY4C
20.06.2023;16,6;16,6;16,34;16,485001;16,327099;29901;RY4C
21.06.2023;16,415001;16,754999;16,41;16,65;16,490517;14724;RY4C
22.06.2023;16,59;16,709999;16,485001;16,690001;16,530134;13463;RY4C
23.06.2023;16,68;16,68;15,99;16,254999;16,0993;49946;RY4C
26.06.2023;16,26;16,405001;16,094999;16,27;16,114159;13515;RY4C
27.06.2023;16,32;16,584999;16,209999;16,555;16,396427;12022;RY4C
28.06.2023;16,764999;17,055;16,754999;16,995001;16,832214;54960;RY4C
29.06.2023;16,950001;17,295;16,885;17,18;17,015442;98960;RY4C
30.06.2023;17,23;17,360001;17,129999;17,290001;17,124388;56464;RY4C
03.07.2023;17,33;17,395;17,1;17,24;17,074865;35159;RY4C
04.07.2023;17,360001;17,360001;17,190001;17,35;17,183813;9203;RY4C
05.07.2023;17,225;17,35;17,174999;17,35;17,183813;8660;RY4C
06.07.2023;17,125;17,125;16,48;16,615;16,455853;22276;RY4C
07.07.2023;16,495001;16,785;16,370001;16,785;16,624224;23361;RY4C
10.07.2023;16,645;16,985001;16,645;16,83;16,668793;12062;RY4C
11.07.2023;16,995001;17,165001;16,860001;17;16,837166;15247;RY4C
12.07.2023;16,870001;17,195;16,690001;16,690001;16,530134;12901;RY4C
13.07.2023;16,795;17,139999;16,655001;16,870001;16,70841;24128;RY4C
14.07.2023;16,76;16,895;16,66;16,76;16,599464;17379;RY4C
17.07.2023;16,995001;17,049999;16,719999;16,85;16,688602;25829;RY4C
18.07.2023;16,83;16,93;16,665001;16,665001;16,505375;17859;RY4C
19.07.2023;16,65;17,004999;16,65;16,73;16,569752;13016;RY4C
20.07.2023;16,895;16,895;16,355;16,530001;16,371668;96267;RY4C
21.07.2023;16,549999;16,754999;16,525;16,684999;16,525181;49515;RY4C
24.07.2023;17,075001;17,075001;15,44;15,66;15,51;98113;RY4C
25.07.2023;15,985;16,25;15,78;15,9;15,747701;41877;RY4C
26.07.2023;15,945;16,26;15,905;16,049999;15,896264;55012;RY4C
27.07.2023;16,004999;16,18;15,765;16;15,846744;34670;RY4C
28.07.2023;16,004999;16,08;15,765;15,915;15,762558;18280;RY4C
31.07.2023;15,915;16;15,825;15,86;15,708084;7312;RY4C
